1	"Seguimos esperando el comunicado de @norabar repudiando la situación respecto del gobierno y el tema vacunas. Seamos pacientes que con esto de la pandemia anda con mucho ""laburo""."
1	@Clon_43 @norabar Nora estaba indignada porque se cayó la página para anotarse en CABA, de lo de las #VacunasVip no habla, estos enfermos psiquiátricos K son así, ahora les bajaron el libreto que tienen que pegarle a Larreta y no se les cae la cara de vergüenza, son tan inmorales que lo hacen
2	Todo lo que hay que entender sobre la decisión –o no– de poner más vacunas en más brazos (por ejemplo, usar las 1º dosis en muchos y si es necesario retrasar la 2º) está en esta excelente nota de Nora Bär. https://t.co/A0I03DyxgO
2	@ernestorr La extensión de la 2da dosis ya la tomó CABA (y seguro se va a hacer en todo el país) para la Covishield, llevando a entre 10 y 12 semanas después de la 1ra, como hace el Reino Unido. Pero con Sputnik no se podría hacer porque tiene 2 componentes; y Sinopharm no hay experiencia
3	No Kichi: no fue una espantosa campaña anti vacunas. Vos y tu esposa no lo entenderían jamas. Un economista y una doctora en letras. Por dios. No entendieron nada. BURROS.
3	@spitta1969 La inmoralidad nace de la ignorancia y la necedad. Si fuesen inteligentes, no empobrecerían el país de sus hijos robando lo que es de todos.Viven enrejados y con custodia, rodeados de villas miseria peligrosas que ellos fabrican. Obran mal porque piensan mal e ignoran demasiado.
4	Bien la derecha moderna democrática renovando sus filas con misóginos violentos y fascistas. Si no fuera porque es moderna y democrática diría que se parece muchísimo a la vieja derecha.
4	"@NicoOlsze Es un debate que se da mucho hoy en día. Según Natanson esta es una ""nueva derecha"", pero para mí es la misma mierda que nos viene serruchando el sopi hace 150 años: la oligarquía y los defensores de los privilegios de la vieja elite terrateniente argentina. Desde Mitre hasta hoy"
5	‼️ El mosquito que transmite el dengue se cría en recipientes que puedan acumular agua. Por eso es muy importante eliminar todos los posibles criaderos. 🦟  ⚠️ Que el mosquito no se críe en tu casa. Evitá que se reproduzca.   #CuidarteEsCuidarnos https://t.co/tlqos4qSRE
5	@msalnacion SE BURLAN DEL PUEBLO????43.000 muertos. Toda la gente en la calle y en las playas. No consiguen las vacunas Y AHORA SE HACEN LOS PREOCUPADOS POR EL DENGUE!!!!!!ahh y encima ley que legaliza muertes de inocentes!!!! La gente ya no cree mas sus versos!!!!
6	Bravo @alferdez! Menos mal q tenemos @msalnacion!  A este ritmo el @nytimes calculó q tardaremos más de 13 años en vacunar a la población! Imaginen lo q tardarán en poner la Argentina de pie🙈  https://t.co/gDwtsG5y8J https://t.co/9B2ben17Te
6	@JimenadelaTorr6 @alferdez @msalnacion @nytimes Es increíble que luego de la gestión impresentable del mejor equipo de los últimos 50 años, sigas twiteando.  No puedo creer el nivel de cinismo que tenés !!! Por suerte volvimos a tener @msalnacion y un ministro que se ocupa de la gente.
7	Todos los funcionarios/as de alto rango tienen que estar vacunados/as. Públicamente, con foto y celebración. Y si le molesta a la derecha delirante, que se siga quejando, que igual lo seguirá haciendo.
7	@NicoOlsze El orden considera la carga viral a la que están expuestos los trabajadores y riesgo de vida por claras cuestiones fisiológicas. Es una cuestion ética, si un político de 20 a 50 años accede a una dosis sin ser factor de riesgo, saltándose lugares es un falta de respeto. https://t.co/SQLEQTgfsc
8	Che, alguien por casualidad sabe cómo piensa aplicar la Ciudad las vacunas Sinopharm? Se ha dicho en algún lado? Me dicen que se aplicarán en personal de salud menor de 60 años
8	@NicoOlsze No quiero ni pensar cuándo podré vacunarme. Ya sabemos que hay una diferencia de 80.000 vacunas entre lo recibido y lo aplicado en caba y también hay publicaciones sobre la mayor cantidad de personas en pcia bs as. Larreta y quiros la embrollaron mucho y ahora se nota
9	"""¡Buenas noticias! Para los que preguntaban cuándo llegan más vacunas, ayer se firmó el contrato con Sinopharm para la llegada de 3 millones de dosis la semana próxima"". Vía @norabar"
9	@LiliLopezForesi @gracepenafort @norabar Buenas ???para los menores de 60,pero los mayores de 70,aún ,desp de 2 meses de inscripción seguimos, esperando,piedad para los viejos!!! Venían muy,qué pasó en el medio que se cambió el formato??? Pese a todo sigo apoyando el operativo
