1	Bueno, Alberto dijo Salud o Economía. La salud para ellos, la ruina económica para nosotros. No aclaró.
1	@spitta1969 Sospecho que viky Donda debe estar vacunada
2	Bueno, Alberto dijo Salud o Economía. La salud para ellos, la ruina económica para nosotros. No aclaró.
2	@spitta1969 Entre salud y economía eligieron las bribonadas.
3	Bueno, Alberto dijo Salud o Economía. La salud para ellos, la ruina económica para nosotros. No aclaró.
3	@spitta1969 Era la salud de ellos, con la economía nuestra!!😢
4	Bueno, Alberto dijo Salud o Economía. La salud para ellos, la ruina económica para nosotros. No aclaró.
4	@spitta1969 Para los Amigos, la vacuna...para los enemigos, ni placebo!!!
5	Bueno, Alberto dijo Salud o Economía. La salud para ellos, la ruina económica para nosotros. No aclaró.
5	@spitta1969 🎼🎼🎵🎶 Las penas son de nosotros, las vacunas son agenas 🎼🎼🎵🎶
6	Bueno, Alberto dijo Salud o Economía. La salud para ellos, la ruina económica para nosotros. No aclaró.
6	@spitta1969 Las penas son de nosotros, las vacunas son ajenas.
7	Bueno, Alberto dijo Salud o Economía. La salud para ellos, la ruina económica para nosotros. No aclaró.
7	@spitta1969 Con las 2 cosas nos hizo mierda!!!
8	Bueno, Alberto dijo Salud o Economía. La salud para ellos, la ruina económica para nosotros. No aclaró.
8	@spitta1969 Las penas son de nosotros, las vacunitas son ajenas.
9	Bueno, Alberto dijo Salud o Economía. La salud para ellos, la ruina económica para nosotros. No aclaró.
9	@spitta1969 La salud y la guita es para ellos...para eso vinieron!
10	Y a estas eminencias no se les ocurrió vacunar con vacunas buenas? O siguen arrastrándose ante la lideresa? https://t.co/2KomavLuSA
10	@spitta1969 Tantos años de estudio ,para terminar dando pena por un banana
11	Y a estas eminencias no se les ocurrió vacunar con vacunas buenas? O siguen arrastrándose ante la lideresa? https://t.co/2KomavLuSA
11	@spitta1969 Fua Sandra, estas re tarada. Cuando te ibas?
12	Y a estas eminencias no se les ocurrió vacunar con vacunas buenas? O siguen arrastrándose ante la lideresa? https://t.co/2KomavLuSA
12	@spitta1969 La única que se arrastra acá sos vos, Dipy con titulo
13	Y a estas eminencias no se les ocurrió vacunar con vacunas buenas? O siguen arrastrándose ante la lideresa? https://t.co/2KomavLuSA
13	@spitta1969 Ahhh sos más opa de lo que me imaginaba !!!!!!
14	Y a estas eminencias no se les ocurrió vacunar con vacunas buenas? O siguen arrastrándose ante la lideresa? https://t.co/2KomavLuSA
14	"@spitta1969 Y cuáles son las vacunas ""buenas"" si todo es sarasa?"
15	Y a estas eminencias no se les ocurrió vacunar con vacunas buenas? O siguen arrastrándose ante la lideresa? https://t.co/2KomavLuSA
15	@spitta1969 Recordarle esto a esta impresentable https://t.co/tXDEDQi93g
16	Infectadura en Praga por protestas contra restricciones por el brote infecciones. https://t.co/Hf6lzqwJpd
16	@ernestorr A 1 año de la pandemia la gente individualista (y otras) no aprendieron absolutamente nada.
17	Buen cuadro sobre las tres vacunas que se están aplicando (¡gracias a @matydisanti y @mmbarrionuevo!)👇 https://t.co/FRk31mJjQt
17	@norabar @matydisanti @mmbarrionuevo La sinopharm no tenia 86%? por lo menos en EAU habia dado eso
18	Buen cuadro sobre las tres vacunas que se están aplicando (¡gracias a @matydisanti y @mmbarrionuevo!)👇 https://t.co/FRk31mJjQt
18	@norabar @matydisanti @mmbarrionuevo La de Sinopharm que se aplica en el país es la de Beijing o la de Wuhan?
19	Buen cuadro sobre las tres vacunas que se están aplicando (¡gracias a @matydisanti y @mmbarrionuevo!)👇 https://t.co/FRk31mJjQt
19	@norabar @matydisanti @mmbarrionuevo Nora, consulta. No teníamos mucha más dosis comprometidas de AstraZeneca?
20	Gamaleya : UNPUBLISHED DATA. (Also Sinopharm, pero creo que va haber datos en el futuro). https://t.co/WPluTo71yJ
20	@spitta1969 Joya, nunca taxi, importada de Rusia, con la firma de Putin
21	Gamaleya : UNPUBLISHED DATA. (Also Sinopharm, pero creo que va haber datos en el futuro). https://t.co/WPluTo71yJ
21	@spitta1969 Gines piensa que Gamaleya es la Lambada soviética.
22	Gamaleya : UNPUBLISHED DATA. (Also Sinopharm, pero creo que va haber datos en el futuro). https://t.co/WPluTo71yJ
22	@spitta1969 Gracias por iluminarnos. Te necesitamos en el congreso.
23	Gamaleya : UNPUBLISHED DATA. (Also Sinopharm, pero creo que va haber datos en el futuro). https://t.co/WPluTo71yJ
23	@spitta1969 Ninguna y no soy antivacunas. Ya logró su cometido,sacar a trump
24	Gamaleya : UNPUBLISHED DATA. (Also Sinopharm, pero creo que va haber datos en el futuro). https://t.co/WPluTo71yJ
24	@spitta1969 Gracias Sandra, realmente un trabajo full time el suyo...
25	🇨🇱Chile adoptando medidas ante el fuerte aumento de casos, internaciones y fallecidos. https://t.co/dwqKtcWgav
25	@mmbarrionuevo Igual, convengamos que al gobierno  de Piñera, le viene bien tener al pueblo encerrado así no se manifiestan
26	Suerte que el ministro que tenía encanutadas las vacunas en su auto era de Cambiemos, así les ahorra la indignación.
26	@NicoOlsze No da para grietas en esto, no sean boludos. La unica grieta es entro los hijos de puta y la gente de a pie
27	Suerte que el ministro que tenía encanutadas las vacunas en su auto era de Cambiemos, así les ahorra la indignación.
27	@NicoOlsze Jajajaja👏🏼👏🏼👏🏼👏🏼 Peroooo....vooo deciiii????? En CABA mañana empiezan a anotar a los maestros 🤷🏽‍♂️ Nadie se indignó 🤓
28	Suerte que el ministro que tenía encanutadas las vacunas en su auto era de Cambiemos, así les ahorra la indignación.
28	@NicoOlsze Cuanta boludez pensar que el robo de vacunas es un Boca/River. El que siempre sale perdiendo es el ciudadano común
29	Suerte que el ministro que tenía encanutadas las vacunas en su auto era de Cambiemos, así les ahorra la indignación.
