1	Adolfo muy seriamente aborda la situación de Brasil y las fronteras. Comparte la mayoría de lo que dijimos en la carta. Restringir a fondo o nada. Lo intermedio no sirve, y la situación en Brasil asusta.  Algo gracioso, los mismos que criticaron nuestra carta le dan like y RT. 😂 https://t.co/evtDpTidaM
1	@rquiroga777 Adolfo es un caradura, basura, que cuando tuvo que hacer lo suyo lo hizo MAL. Son patéticos gestionando y aun más patéticos pretendiendo dar lecciones.
2	Adolfo muy seriamente aborda la situación de Brasil y las fronteras. Comparte la mayoría de lo que dijimos en la carta. Restringir a fondo o nada. Lo intermedio no sirve, y la situación en Brasil asusta.  Algo gracioso, los mismos que criticaron nuestra carta le dan like y RT. 😂 https://t.co/evtDpTidaM
2	@rquiroga777 Como podes poner de ejemplo a ese cararaduraHDP que se  esta haciendo su campaña escribiendo lindo .Fue Mtro d Salud rompió el Ministerio , venció miles de VACUNAS .
3	Adolfo muy seriamente aborda la situación de Brasil y las fronteras. Comparte la mayoría de lo que dijimos en la carta. Restringir a fondo o nada. Lo intermedio no sirve, y la situación en Brasil asusta.  Algo gracioso, los mismos que criticaron nuestra carta le dan like y RT. 😂 https://t.co/evtDpTidaM
3	@rquiroga777 Realmente me desconcierta la actitud de las autoridades en este tema. Ellos tiene info que nosotros no? Porque el costo político de cerrar una frontera no se compara ni cerca al riesgo que se corre
4	Adolfo muy seriamente aborda la situación de Brasil y las fronteras. Comparte la mayoría de lo que dijimos en la carta. Restringir a fondo o nada. Lo intermedio no sirve, y la situación en Brasil asusta.  Algo gracioso, los mismos que criticaron nuestra carta le dan like y RT. 😂 https://t.co/evtDpTidaM
4	@rquiroga777 Lo más lindo es, en caso de que el gobierno cierre las fronteras, Adolfo  va a salir a gritar a los cuatro vientos que se restringen libertades...son de manual.
5	Adolfo muy seriamente aborda la situación de Brasil y las fronteras. Comparte la mayoría de lo que dijimos en la carta. Restringir a fondo o nada. Lo intermedio no sirve, y la situación en Brasil asusta.  Algo gracioso, los mismos que criticaron nuestra carta le dan like y RT. 😂 https://t.co/evtDpTidaM
5	@rquiroga777 Están cometiendo el mismo ERROR🤦🏻‍♀️ los viajeros q vuelven del exterior y van a PROVINCIA NO LOS TESTEAN  solo a los q van a caba. Eso pasó hace un año y así estamos!
6	Es falso que el 99% de las personas “pueden pasar el coronavirus sin vacunarse” y que todos los que se enferman producen anticuerpos, como afirma una conductora  Necesaria nota de @lugardel Gracias @humbertodebat @rober_etche @sole_reta @rquiroga777   https://t.co/z1yY1ov7IJ
6	@FlorBallarino @lugardel @humbertodebat @rober_etche @sole_reta @rquiroga777 Verónica ressia no puede estar en  un medio de comunicación militando en contra de la salud pública denunciar!
7	Es falso que el 99% de las personas “pueden pasar el coronavirus sin vacunarse” y que todos los que se enferman producen anticuerpos, como afirma una conductora  Necesaria nota de @lugardel Gracias @humbertodebat @rober_etche @sole_reta @rquiroga777   https://t.co/z1yY1ov7IJ
7	@FlorBallarino @lugardel @humbertodebat @rober_etche @sole_reta @rquiroga777 #Gracias hermosa por tu trabajo y dedicación. #Cuidatemucho. Sos de esas personas #necesarias para🇦🇷❤🌹
8	Es falso que el 99% de las personas “pueden pasar el coronavirus sin vacunarse” y que todos los que se enferman producen anticuerpos, como afirma una conductora  Necesaria nota de @lugardel Gracias @humbertodebat @rober_etche @sole_reta @rquiroga777   https://t.co/z1yY1ov7IJ
8	@FlorBallarino @lugardel @humbertodebat @rober_etche @sole_reta @rquiroga777 Deberían sancionar la desinformación o información que atenta contra la salud pública , definitivamente deberían sancionarla.
9	La definición de @spitta1969 aplica al programa de vacunación y en general a la gestión de la crisis sanitaria producida por el coronavirus, pero también a la economía y a cualquier otra área de la gestión.  Básicamente, el presidente no tiene idea de lo que hace. https://t.co/0o40OsLabN
