1	Monitor de vacunación del @msalnacion👇 https://t.co/7yPAwmmC6z Por grupos objetivo 👇 https://t.co/TfE3RcgTvz
1	@norabar @msalnacion Nora qué novedades tenés del vacunatorio VIP? Gracias!
2	Infectadura en Praga por protestas contra restricciones por el brote infecciones. https://t.co/Hf6lzqwJpd
2	@ernestorr Seguro van a decir que Praga pertenece a la Unión Soviética.
3	Acerca de CABA: aumento sostenido y alarmante, dice @mmbarrionuevo👇 https://t.co/UIw5ogAyAc
3	@norabar @GeraZampa @mmbarrionuevo Resultados de los negacionistas...!!!
4	Acerca de CABA: aumento sostenido y alarmante, dice @mmbarrionuevo👇 https://t.co/UIw5ogAyAc
4	@norabar @mmbarrionuevo Sabés por qué sólo en Caba? En provincia no testean!
5	🇨🇱Chile adoptando medidas ante el fuerte aumento de casos, internaciones y fallecidos. https://t.co/dwqKtcWgav
5	@mmbarrionuevo Le convendrá a Piñera este nuevo encierro y toque de queda?????
6	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
6	@spitta1969 Cuando se es yegua.
7	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
7	@spitta1969 https://t.co/AdkRINHP8v
8	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
8	@spitta1969 SHHHH BICHO
9	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
9	@spitta1969 Que mujer enferma!
10	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
10	@spitta1969 O quizás no quería la foto 💁
11	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
11	@spitta1969 La soberbia ante todo
12	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
12	@spitta1969 Patética!!!
13	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
13	@spitta1969 Parece que no...
14	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
14	@spitta1969 Ni que tuviera lepra 😳
15	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
15	@spitta1969 Ridícula
16	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
16	@spitta1969 es por la mufa
17	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
17	@spitta1969 https://t.co/o1Lz0aYzOz
18	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
18	@spitta1969 https://t.co/oDBkFJzQYc
19	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
19	@spitta1969 es nefasta
20	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
20	@spitta1969 Sos científica?
21	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
21	@spitta1969 Sicopata la chorra
22	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
22	@spitta1969 Sos tan desagradable
23	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
23	@spitta1969 https://t.co/nwNCxJq2P2
24	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
24	@spitta1969 https://t.co/y2xiecQifx
25	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
25	@spitta1969 Impresionante!
26	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
26	@spitta1969 La bipolaridad.....
27	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
27	@spitta1969 Sos tan despreciable...
28	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
28	@spitta1969 Sos incogible, Sandri
29	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
29	@spitta1969 Parece Michael Jackson
30	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
30	@spitta1969 Que mujer despreciable
31	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
31	@spitta1969 https://t.co/PRmGlKQyiI
32	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
32	@spitta1969 Que bestia que es!😠
33	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
33	@spitta1969 @Piru_laura Se ve que no.
34	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
34	@spitta1969 ¿Se vacunó con Sputnik?
35	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
35	@spitta1969 #MenemSarraceno
36	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
36	@spitta1969 Dos lacras
37	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
37	@spitta1969 Repugnante🤮
38	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
38	@spitta1969 La patria es el orto.
39	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
39	@spitta1969 Sos nefasta Sandrita...
40	Pero no era que la habían vacunado? Ella tampoco confía en la Sputnik? https://t.co/xktgSXP4UO
40	@spitta1969 https://t.co/F5rPX5vM45
41	Armemos el line up falopa del lollapalooza que necesitamos post pandemia   Abro hilo
41	@FabBallarini Lewis Capaldi + Keane + The Killers, con eso me conformo
42	Armemos el line up falopa del lollapalooza que necesitamos post pandemia   Abro hilo
42	@FabBallarini Vilma Palma - El auto rojo Sergio Denis - Te quiero tanto
43	Armemos el line up falopa del lollapalooza que necesitamos post pandemia   Abro hilo
43	@FabBallarini Sonora D'irse Asspera Trombonanza Muse  Louta Cierra AC/DC
44	Armemos el line up falopa del lollapalooza que necesitamos post pandemia   Abro hilo
44	@FabBallarini post? pense que preguntabas para la proxima cuarentena estricta
45	Armemos el line up falopa del lollapalooza que necesitamos post pandemia   Abro hilo
45	@FabBallarini Los ramonos  Los parraleños  Asspera Eso para empezar...
46	Armemos el line up falopa del lollapalooza que necesitamos post pandemia   Abro hilo
46	@FabBallarini Me coparía mucho ver nuevamente a LOS TINTOREROS!! Y ACTITUD MARÍA MARTA
47	Armemos el line up falopa del lollapalooza que necesitamos post pandemia   Abro hilo
47	@FabBallarini Pancho y la Sonora Colorada  Cachete Pechito y Ombligo ft La Princesita
48	Armemos el line up falopa del lollapalooza que necesitamos post pandemia   Abro hilo
48	@FabBallarini Los famosos clase B de Supón, cantando con el coro Kennedy.
49	Seguro tenía alguna comorbilidad. La cleptomanía se considera comorbilidad? https://t.co/uBo79mHTJd
49	@spitta1969 https://t.co/qvhMda9ocE
50	Seguro tenía alguna comorbilidad. La cleptomanía se considera comorbilidad? https://t.co/uBo79mHTJd
50	@spitta1969 Es paciente psiquiátrica.
51	Seguro tenía alguna comorbilidad. La cleptomanía se considera comorbilidad? https://t.co/uBo79mHTJd
51	@spitta1969 En un K sí
52	¡Listo! Aprobación de la vacuna Sputnik para mayores de 60 👇 https://t.co/qaClKKsnot
52	@norabar Se vacunó Putin ya? Ese será el certificado @msalnacion @SaludBAP
53	¡Listo! Aprobación de la vacuna Sputnik para mayores de 60 👇 https://t.co/qaClKKsnot
53	@norabar Qué bueno , estoy anotada desde el primer momento  ! Ojalá !!
54	¡Listo! Aprobación de la vacuna Sputnik para mayores de 60 👇 https://t.co/qaClKKsnot
54	@norabar Y los papeles de la fase 3 autorizada???? Llegaron ya?
55	¡Listo! Aprobación de la vacuna Sputnik para mayores de 60 👇 https://t.co/qaClKKsnot
55	@norabar Solo está prohibida para los de 61.
56	¡Listo! Aprobación de la vacuna Sputnik para mayores de 60 👇 https://t.co/qaClKKsnot
56	@norabar @MarcelaDurrieu Es todo muy IRREGULAR e inapropiado...ojo que no es Joda ...
57	¡Listo! Aprobación de la vacuna Sputnik para mayores de 60 👇 https://t.co/qaClKKsnot
57	@norabar Paso un macrista y dijo que aun no lo vio publicado en la Billiken
58	¡Listo! Aprobación de la vacuna Sputnik para mayores de 60 👇 https://t.co/qaClKKsnot
58	@norabar @MariaEva1956 Vamos!! 💪🏻💪🏻
59	¡Listo! Aprobación de la vacuna Sputnik para mayores de 60 👇 https://t.co/qaClKKsnot
59	@norabar Hola Nora, sabes si está aprobada para inmunosuprimidos también? Gracias
60	¡Listo! Aprobación de la vacuna Sputnik para mayores de 60 👇 https://t.co/qaClKKsnot
60	@norabar Finalmente se harán públicos los datos y resultados de fase 3?
61	¡Listo! Aprobación de la vacuna Sputnik para mayores de 60 👇 https://t.co/qaClKKsnot
61	"@norabar Habría que avisarle a Tenenbaum ""que estaba muy preocupado"""
62	¡Listo! Aprobación de la vacuna Sputnik para mayores de 60 👇 https://t.co/qaClKKsnot
62	@norabar Otra cosa mas importante , Rusia presento los papeles de la Sputnik-V a la OMS
63	¡Listo! Aprobación de la vacuna Sputnik para mayores de 60 👇 https://t.co/qaClKKsnot
63	@norabar Que alegría enorme❣️, gracias! Volverán los abrazos con mis viejitos🥰
64	¡Listo! Aprobación de la vacuna Sputnik para mayores de 60 👇 https://t.co/qaClKKsnot
64	@norabar Recomendó Nora, si mal no leí, excelente para los q se vacunaron ya 😂.
65	¡Listo! Aprobación de la vacuna Sputnik para mayores de 60 👇 https://t.co/qaClKKsnot
65	@norabar La mejor noticia  Gracias Nora x mantenernos informados siempre
66	¡Listo! Aprobación de la vacuna Sputnik para mayores de 60 👇 https://t.co/qaClKKsnot
66	@norabar Nora mi mamá 91años, no puede recibirla?
67	¡Listo! Aprobación de la vacuna Sputnik para mayores de 60 👇 https://t.co/qaClKKsnot
67	@norabar Uhuuuu me imagino los seudos periodista expertos en vacunas
68	¡Listo! Aprobación de la vacuna Sputnik para mayores de 60 👇 https://t.co/qaClKKsnot
68	@norabar Bien ahi, menos jubilaciones para pagar. Negocio redondo.
69	Atención 👇sobre la ivermectina: no hay evidencia de efectividad, dice @DoctorOmarSued https://t.co/Q2oBxYQcle
69	@norabar @DoctorOmarSued En Corrientes se aplica desde hace varios meses
70	Ya está. Argentina es un caso perdido. Científicos que apoyan esta porquería. Y bueno.
70	@spitta1969 La verdad que sí.
71	Ya está. Argentina es un caso perdido. Científicos que apoyan esta porquería. Y bueno.
71	@spitta1969 https://t.co/hBQcB1EAuI
72	Ya está. Argentina es un caso perdido. Científicos que apoyan esta porquería. Y bueno.
72	@spitta1969 La puerta está abierta.
73	Ya está. Argentina es un caso perdido. Científicos que apoyan esta porquería. Y bueno.
73	@spitta1969 @PLP_EZEIZA
74	Ya está. Argentina es un caso perdido. Científicos que apoyan esta porquería. Y bueno.
74	@spitta1969 Triunfa el @PLP_EZEIZA
75	Ya está. Argentina es un caso perdido. Científicos que apoyan esta porquería. Y bueno.
75	@spitta1969 Científicos q tristeza
76	Ya está. Argentina es un caso perdido. Científicos que apoyan esta porquería. Y bueno.
76	@spitta1969 Cuando te vas, planera?
77	Ya está. Argentina es un caso perdido. Científicos que apoyan esta porquería. Y bueno.
77	@spitta1969 Andate pete
78	Ya está. Argentina es un caso perdido. Científicos que apoyan esta porquería. Y bueno.
78	@spitta1969 Triste pero real
79	Ya está. Argentina es un caso perdido. Científicos que apoyan esta porquería. Y bueno.
79	@spitta1969 https://t.co/knp4PwGvXy
80	Ya está. Argentina es un caso perdido. Científicos que apoyan esta porquería. Y bueno.
80	@spitta1969 Totalmente!
81	Ya está. Argentina es un caso perdido. Científicos que apoyan esta porquería. Y bueno.
81	@spitta1969 Nop. Ánimo. Yo no me bajo.
82	Ya está. Argentina es un caso perdido. Científicos que apoyan esta porquería. Y bueno.
82	@spitta1969 PLP to the moon https://t.co/jzsUfFFZNG
83	Para los interesados en cómo avanza el programa de vacunación. Aquí, datos de PBA 👇 https://t.co/F4m3TtRtj3
83	@norabar Nora borrá eso. Querete un poco. Sino terminas siendo cómplice de este desastre
84	Para los interesados en cómo avanza el programa de vacunación. Aquí, datos de PBA 👇 https://t.co/F4m3TtRtj3
84	@norabar Que se hace nora con la gente de olavarria. Se cagaron en todos los de JXC
85	Para los interesados en cómo avanza el programa de vacunación. Aquí, datos de PBA 👇 https://t.co/F4m3TtRtj3
85	@norabar Terminan en el 2030
86	Para los interesados en cómo avanza el programa de vacunación. Aquí, datos de PBA 👇 https://t.co/F4m3TtRtj3
86	@norabar A este ritmo terminamos de vacunar bajo la presidencia de Nestor Ivan III
87	Para los interesados en cómo avanza el programa de vacunación. Aquí, datos de PBA 👇 https://t.co/F4m3TtRtj3
87	@norabar Si estamos en semejante emergencia para el fin de semana es una joda!!!
88	En Africa, pagan mas la Sputnik que vacunas con mayor respaldo. Esto me dice algo. https://t.co/DiJt0hjqEj
88	@spitta1969 Si que te bañes
89	En Africa, pagan mas la Sputnik que vacunas con mayor respaldo. Esto me dice algo. https://t.co/DiJt0hjqEj
89	@spitta1969 Kometa
90	En Africa, pagan mas la Sputnik que vacunas con mayor respaldo. Esto me dice algo. https://t.co/DiJt0hjqEj
90	@spitta1969 https://t.co/8vUdp67tX0
91	En Africa, pagan mas la Sputnik que vacunas con mayor respaldo. Esto me dice algo. https://t.co/DiJt0hjqEj
