1	Otra vez un gobierno haciéndo uso de su poder mencionando en un discurso público a un particular @spitta1969 son patéticos
1	@AnaThevenin @spitta1969 Abra que nombrar uno por uno en cada municipio a los vacunados vip y que la gente decida cómo tratarlos.
2	No Kichi: no fue una espantosa campaña anti vacunas. Vos y tu esposa no lo entenderían jamas. Un economista y una doctora en letras. Por dios. No entendieron nada. BURROS.
2	@spitta1969 @_patitom si era para la foto, sacaban la foto y listo... No regalarles la vacuna a cambio de su alma
3	No Kichi: no fue una espantosa campaña anti vacunas. Vos y tu esposa no lo entenderían jamas. Un economista y una doctora en letras. Por dios. No entendieron nada. BURROS.
3	@spitta1969 Nos le da para entenderlo en realidad más bien quieren votos así manejan la vacuna vergüenza mundial este gob
4	No Kichi: no fue una espantosa campaña anti vacunas. Vos y tu esposa no lo entenderían jamas. Un economista y una doctora en letras. Por dios. No entendieron nada. BURROS.
4	@spitta1969 En algún momento ustedes deberán dar explicaciones en la justicia... por eso tanto miedo con la reforma.
5	No Kichi: no fue una espantosa campaña anti vacunas. Vos y tu esposa no lo entenderían jamas. Un economista y una doctora en letras. Por dios. No entendieron nada. BURROS.
5	@spitta1969 No salen del relato para sus fieles, los demás no interesan. Ésta foto es de Chaco, así cuidan a la gente! https://t.co/B6AJegmNwr
6	No Kichi: no fue una espantosa campaña anti vacunas. Vos y tu esposa no lo entenderían jamas. Un economista y una doctora en letras. Por dios. No entendieron nada. BURROS.
6	@spitta1969 Hubo una denuncia PENAL POR ENVENENAMIENTO... a eso como le llamaría?  No pueden más eh! https://t.co/RRAqRbcEd1
7	No Kichi: no fue una espantosa campaña anti vacunas. Vos y tu esposa no lo entenderían jamas. Un economista y una doctora en letras. Por dios. No entendieron nada. BURROS.
7	@spitta1969 Si lo entiende Sandra, no le impoeta la razon, su causa exige fanatismo no cuestionamientos.
8	No Kichi: no fue una espantosa campaña anti vacunas. Vos y tu esposa no lo entenderían jamas. Un economista y una doctora en letras. Por dios. No entendieron nada. BURROS.
8	@spitta1969 Burros no, cínicos, lacras, escoria humana.  Los animales no harían lo que hacen estos (in)humanos
9	Todos los funcionarios/as de alto rango tienen que estar vacunados/as. Públicamente, con foto y celebración. Y si le molesta a la derecha delirante, que se siga quejando, que igual lo seguirá haciendo.
9	@NicoOlsze Yo recuerdo y tengo guardados los memes dónde pedían q vacunen a los políticos primero. No hay poronga q les venga bien. Lastima q no tengo seguidores. Jajaja
10	Todos los funcionarios/as de alto rango tienen que estar vacunados/as. Públicamente, con foto y celebración. Y si le molesta a la derecha delirante, que se siga quejando, que igual lo seguirá haciendo.
10	@NicoOlsze De acuerdo, pero hubiese sido bueno que lo digan ANTES de que avisara sin querer Verbitsky. Además de que se vacunó gente que no entra en esa categoría.
11	Todos los funcionarios/as de alto rango tienen que estar vacunados/as. Públicamente, con foto y celebración. Y si le molesta a la derecha delirante, que se siga quejando, que igual lo seguirá haciendo.
11	@NicoOlsze Para que vamos a gastar una vacuna en Cafierito, Dónda, Lavagna Meoni Malena Trotta y Solá? Hay que vacunar a la gente que sirve al país, no a estos cipayos delincuentes
12	Todos los funcionarios/as de alto rango tienen que estar vacunados/as. Públicamente, con foto y celebración. Y si le molesta a la derecha delirante, que se siga quejando, que igual lo seguirá haciendo.
